model tuple,gen,test result
"('011', '0010000100')","{'S_1': '0-11', 'S_2': '0-01-000-0100'}","(0.083, 2.3157820121765136)"
"('011', '0010000101')","{'S_1': '0-11', 'S_2': '0-01-000-0101'}","(0.0863, 2.310561767578125)"
"('011', '0010000110')","{'S_1': '0-11', 'S_2': '0-01-000-0110'}","(0.0864, 2.3119876068115235)"
"('011', '0010000111')","{'S_1': '0-11', 'S_2': '0-01-000-0111'}","(0.0863, 2.3087024105072023)"
"('011', '0010001000')","{'S_1': '0-11', 'S_2': '0-01-000-1000'}","(0.9858, 0.047868903256580234)"
"('011', '0010001001')","{'S_1': '0-11', 'S_2': '0-01-000-1001'}","(0.9855, 0.04817293062582612)"
"('011', '0010001010')","{'S_1': '0-11', 'S_2': '0-01-000-1010'}","(0.9855, 0.04825958426445723)"
"('011', '0010001011')","{'S_1': '0-11', 'S_2': '0-01-000-1011'}","(0.9853, 0.048597771328687665)"
"('011', '0010001100')","{'S_1': '0-11', 'S_2': '0-01-000-1100'}","(0.9857, 0.048185105250775816)"
"('011', '0010001101')","{'S_1': '0-11', 'S_2': '0-01-000-1101'}","(0.9854, 0.04854546541832387)"
"('011', '0010001110')","{'S_1': '0-11', 'S_2': '0-01-000-1110'}","(0.9858, 0.048630971010774376)"
"('011', '0010001111')","{'S_1': '0-11', 'S_2': '0-01-000-1111'}","(0.9855, 0.0490305291429162)"
"('011', '0010010000')","{'S_1': '0-11', 'S_2': '0-01-001-0000'}","(0.0969, 2.3038055599212646)"
"('011', '0010010001')","{'S_1': '0-11', 'S_2': '0-01-001-0001'}","(0.0882, 2.3042363105773926)"
"('011', '0010010010')","{'S_1': '0-11', 'S_2': '0-01-001-0010'}","(0.0904, 2.304074970626831)"
"('011', '0010010011')","{'S_1': '0-11', 'S_2': '0-01-001-0011'}","(0.0903, 2.30415970993042)"
"('011', '0010010100')","{'S_1': '0-11', 'S_2': '0-01-001-0100'}","(0.0791, 2.3205593723297118)"
"('011', '0010010101')","{'S_1': '0-11', 'S_2': '0-01-001-0101'}","(0.0795, 2.320329036331177)"
"('011', '0010010110')","{'S_1': '0-11', 'S_2': '0-01-001-0110'}","(0.0872, 2.3120001998901367)"
"('011', '0010010111')","{'S_1': '0-11', 'S_2': '0-01-001-0111'}","(0.0868, 2.3117782207489013)"
"('011', '0010011000')","{'S_1': '0-11', 'S_2': '0-01-001-1000'}","(0.9859, 0.04782935563214123)"
"('011', '0010011001')","{'S_1': '0-11', 'S_2': '0-01-001-1001'}","(0.9859, 0.04784841540665366)"
"('011', '0010011010')","{'S_1': '0-11', 'S_2': '0-01-001-1010'}","(0.9855, 0.04825742922499776)"
"('011', '0010011011')","{'S_1': '0-11', 'S_2': '0-01-001-1011'}","(0.9855, 0.04827799784690142)"
"('011', '0010011100')","{'S_1': '0-11', 'S_2': '0-01-001-1100'}","(0.9858, 0.048135765865445136)"
"('011', '0010011101')","{'S_1': '0-11', 'S_2': '0-01-001-1101'}","(0.9858, 0.048156619292497635)"
"('011', '0010011110')","{'S_1': '0-11', 'S_2': '0-01-001-1110'}","(0.9858, 0.04862884061858058)"
"('011', '0010011111')","{'S_1': '0-11', 'S_2': '0-01-001-1111'}","(0.9858, 0.04865179794728756)"
"('011', '0010100000')","{'S_1': '0-11', 'S_2': '0-01-010-0000'}","(0.132, 2.300611092376709)"
"('011', '0010100001')","{'S_1': '0-11', 'S_2': '0-01-010-0001'}","(0.1099, 2.3026114692687987)"
"('011', '0010100010')","{'S_1': '0-11', 'S_2': '0-01-010-0010'}","(0.0866, 2.3033359951019285)"
"('011', '0010100011')","{'S_1': '0-11', 'S_2': '0-01-010-0011'}","(0.0957, 2.3037871967315673)"
"('011', '0010100100')","{'S_1': '0-11', 'S_2': '0-01-010-0100'}","(0.0682, 2.3135725833892824)"
"('011', '0010100101')","{'S_1': '0-11', 'S_2': '0-01-010-0101'}","(0.088, 2.308762378692627)"
"('011', '0010100110')","{'S_1': '0-11', 'S_2': '0-01-010-0110'}","(0.0711, 2.3103982414245605)"
"('011', '0010100111')","{'S_1': '0-11', 'S_2': '0-01-010-0111'}","(0.0888, 2.3083638999938967)"
"('011', '0010101000')","{'S_1': '0-11', 'S_2': '0-01-010-1000'}","(0.9857, 0.047935177136212585)"
"('011', '0010101001')","{'S_1': '0-11', 'S_2': '0-01-010-1001'}","(0.9857, 0.04819402144998312)"
"('011', '0010101010')","{'S_1': '0-11', 'S_2': '0-01-010-1010'}","(0.9855, 0.04830827561020851)"
"('011', '0010101011')","{'S_1': '0-11', 'S_2': '0-01-010-1011'}","(0.9855, 0.04863441937495954)"
"('011', '0010101100')","{'S_1': '0-11', 'S_2': '0-01-010-1100'}","(0.9856, 0.04825834635533392)"
"('011', '0010101101')","{'S_1': '0-11', 'S_2': '0-01-010-1101'}","(0.9856, 0.048569798853993415)"
"('011', '0010101110')","{'S_1': '0-11', 'S_2': '0-01-010-1110'}","(0.9858, 0.04868797702882439)"
"('011', '0010101111')","{'S_1': '0-11', 'S_2': '0-01-010-1111'}","(0.9856, 0.04906465021781623)"
"('011', '0010110000')","{'S_1': '0-11', 'S_2': '0-01-011-0000'}","(0.0991, 2.304010566329956)"
"('011', '0010110001')","{'S_1': '0-11', 'S_2': '0-01-011-0001'}","(0.1008, 2.3045003360748293)"
"('011', '0010110010')","{'S_1': '0-11', 'S_2': '0-01-011-0010'}","(0.0977, 2.304582595062256)"
"('011', '0010110011')","{'S_1': '0-11', 'S_2': '0-01-011-0011'}","(0.0957, 2.3038312866210937)"
"('011', '0010110100')","{'S_1': '0-11', 'S_2': '0-01-011-0100'}","(0.069, 2.318835705566406)"
"('011', '0010110101')","{'S_1': '0-11', 'S_2': '0-01-011-0101'}","(0.0865, 2.3153450595855714)"
"('011', '0010110110')","{'S_1': '0-11', 'S_2': '0-01-011-0110'}","(0.0775, 2.311671649551392)"
"('011', '0010110111')","{'S_1': '0-11', 'S_2': '0-01-011-0111'}","(0.088, 2.309792328262329)"
"('011', '0010111000')","{'S_1': '0-11', 'S_2': '0-01-011-1000'}","(0.9858, 0.04785454788655043)"
"('011', '0010111001')","{'S_1': '0-11', 'S_2': '0-01-011-1001'}","(0.9858, 0.04800620689801872)"
"('011', '0010111010')","{'S_1': '0-11', 'S_2': '0-01-011-1010'}","(0.9855, 0.04828862442648969)"
"('011', '0010111011')","{'S_1': '0-11', 'S_2': '0-01-011-1011'}","(0.9855, 0.048459474213421345)"
"('011', '0010111100')","{'S_1': '0-11', 'S_2': '0-01-011-1100'}","(0.9858, 0.04816835635975003)"
"('011', '0010111101')","{'S_1': '0-11', 'S_2': '0-01-011-1101'}","(0.9858, 0.04834607687592506)"
"('011', '0010111110')","{'S_1': '0-11', 'S_2': '0-01-011-1110'}","(0.9858, 0.04866645105183125)"
"('011', '0010111111')","{'S_1': '0-11', 'S_2': '0-01-011-1111'}","(0.9858, 0.048865012930333615)"
"('011', '0011000000')","{'S_1': '0-11', 'S_2': '0-01-100-0000'}","(0.1157, 2.5165925716400146)"
"('011', '0011000001')","{'S_1': '0-11', 'S_2': '0-01-100-0001'}","(0.9854, 0.6605080571174622)"
"('011', '0011000010')","{'S_1': '0-11', 'S_2': '0-01-100-0010'}","(0.1153, 2.5218651767730713)"
"('011', '0011000011')","{'S_1': '0-11', 'S_2': '0-01-100-0011'}","(0.9846, 0.7212639079093933)"
"('011', '0011000100')","{'S_1': '0-11', 'S_2': '0-01-100-0100'}","(0.116, 2.5300778636932373)"
"('011', '0011000101')","{'S_1': '0-11', 'S_2': '0-01-100-0101'}","(0.9841, 0.7546200066566467)"
"('011', '0011000110')","{'S_1': '0-11', 'S_2': '0-01-100-0110'}","(0.1159, 2.5291028186798097)"
"('011', '0011000111')","{'S_1': '0-11', 'S_2': '0-01-100-0111'}","(0.9832, 0.8167627863883972)"
"('011', '0011001000')","{'S_1': '0-11', 'S_2': '0-01-100-1000'}","(0.9861, 0.04838654386773705)"
"('011', '0011001001')","{'S_1': '0-11', 'S_2': '0-01-100-1001'}","(0.9881, 0.04242500199370552)"
"('011', '0011001010')","{'S_1': '0-11', 'S_2': '0-01-100-1010'}","(0.986, 0.048778410264477136)"
"('011', '0011001011')","{'S_1': '0-11', 'S_2': '0-01-100-1011'}","(0.9882, 0.042544252883270385)"
"('011', '0011001100')","{'S_1': '0-11', 'S_2': '0-01-100-1100'}","(0.9861, 0.04887399145734962)"
"('011', '0011001101')","{'S_1': '0-11', 'S_2': '0-01-100-1101'}","(0.9881, 0.0424733662860468)"
"('011', '0011001110')","{'S_1': '0-11', 'S_2': '0-01-100-1110'}","(0.9858, 0.04932830275222659)"
"('011', '0011001111')","{'S_1': '0-11', 'S_2': '0-01-100-1111'}","(0.9878, 0.04260055530965328)"
"('011', '0011010000')","{'S_1': '0-11', 'S_2': '0-01-101-0000'}","(0.1156, 2.5171052165985106)"
"('011', '0011010001')","{'S_1': '0-11', 'S_2': '0-01-101-0001'}","(0.9854, 0.64482430768013)"
"('011', '0011010010')","{'S_1': '0-11', 'S_2': '0-01-101-0010'}","(0.1158, 2.5176230411529543)"
"('011', '0011010011')","{'S_1': '0-11', 'S_2': '0-01-101-0011'}","(0.9848, 0.7314449383735657)"
"('011', '0011010100')","{'S_1': '0-11', 'S_2': '0-01-101-0100'}","(0.1145, 2.528665589904785)"
"('011', '0011010101')","{'S_1': '0-11', 'S_2': '0-01-101-0101'}","(0.9839, 0.7372736295700073)"
"('011', '0011010110')","{'S_1': '0-11', 'S_2': '0-01-101-0110'}","(0.1164, 2.524601941680908)"
"('011', '0011010111')","{'S_1': '0-11', 'S_2': '0-01-101-0111'}","(0.9832, 0.828508312034607)"
"('011', '0011011000')","{'S_1': '0-11', 'S_2': '0-01-101-1000'}","(0.9862, 0.04814679494798183)"
"('011', '0011011001')","{'S_1': '0-11', 'S_2': '0-01-101-1001'}","(0.9881, 0.042544551669014614)"
"('011', '0011011010')","{'S_1': '0-11', 'S_2': '0-01-101-1010'}","(0.986, 0.04869945592284203)"
"('011', '0011011011')","{'S_1': '0-11', 'S_2': '0-01-101-1011'}","(0.988, 0.04263071607826278)"
"('011', '0011011100')","{'S_1': '0-11', 'S_2': '0-01-101-1100'}","(0.986, 0.04861276833303273)"
"('011', '0011011101')","{'S_1': '0-11', 'S_2': '0-01-101-1101'}","(0.9877, 0.04258330688681453)"
"('011', '0011011110')","{'S_1': '0-11', 'S_2': '0-01-101-1110'}","(0.9859, 0.04924523326829076)"
"('011', '0011011111')","{'S_1': '0-11', 'S_2': '0-01-101-1111'}","(0.9878, 0.04268895171061158)"
"('011', '0011100000')","{'S_1': '0-11', 'S_2': '0-01-110-0000'}","(0.1165, 2.5105563636779786)"
"('011', '0011100001')","{'S_1': '0-11', 'S_2': '0-01-110-0001'}","(0.985, 0.6704510557174682)"
"('011', '0011100010')","{'S_1': '0-11', 'S_2': '0-01-110-0010'}","(0.116, 2.515789305114746)"
"('011', '0011100011')","{'S_1': '0-11', 'S_2': '0-01-110-0011'}","(0.9845, 0.7324003824234009)"
"('011', '0011100100')","{'S_1': '0-11', 'S_2': '0-01-110-0100'}","(0.1152, 2.523759499359131)"
"('011', '0011100101')","{'S_1': '0-11', 'S_2': '0-01-110-0101'}","(0.9837, 0.7660706188201905)"
"('011', '0011100110')","{'S_1': '0-11', 'S_2': '0-01-110-0110'}","(0.1168, 2.522863828277588)"
"('011', '0011100111')","{'S_1': '0-11', 'S_2': '0-01-110-0111'}","(0.9825, 0.8293160148620605)"
"('011', '0011101000')","{'S_1': '0-11', 'S_2': '0-01-110-1000'}","(0.9861, 0.0483663774356246)"
"('011', '0011101001')","{'S_1': '0-11', 'S_2': '0-01-110-1001'}","(0.988, 0.042520780231186654)"
"('011', '0011101010')","{'S_1': '0-11', 'S_2': '0-01-110-1010'}","(0.986, 0.04875760875567794)"
"('011', '0011101011')","{'S_1': '0-11', 'S_2': '0-01-110-1011'}","(0.988, 0.04264260683754692)"
"('011', '0011101100')","{'S_1': '0-11', 'S_2': '0-01-110-1100'}","(0.9862, 0.04884758231341839)"
"('011', '0011101101')","{'S_1': '0-11', 'S_2': '0-01-110-1101'}","(0.9878, 0.04257696998277679)"
"('011', '0011101110')","{'S_1': '0-11', 'S_2': '0-01-110-1110'}","(0.986, 0.04930619070008397)"
"('011', '0011101111')","{'S_1': '0-11', 'S_2': '0-01-110-1111'}","(0.9877, 0.042705136716458945)"
"('011', '0011110000')","{'S_1': '0-11', 'S_2': '0-01-111-0000'}","(0.1164, 2.511101364135742)"
"('011', '0011110001')","{'S_1': '0-11', 'S_2': '0-01-111-0001'}","(0.9852, 0.6550185700416565)"
"('011', '0011110010')","{'S_1': '0-11', 'S_2': '0-01-111-0010'}","(0.1166, 2.5116159202575683)"
"('011', '0011110011')","{'S_1': '0-11', 'S_2': '0-01-111-0011'}","(0.9848, 0.743091517829895)"
"('011', '0011110100')","{'S_1': '0-11', 'S_2': '0-01-111-0100'}","(0.1149, 2.52242993850708)"
"('011', '0011110101')","{'S_1': '0-11', 'S_2': '0-01-111-0101'}","(0.983, 0.749039510345459)"
"('011', '0011110110')","{'S_1': '0-11', 'S_2': '0-01-111-0110'}","(0.1172, 2.518447789764404)"
"('011', '0011110111')","{'S_1': '0-11', 'S_2': '0-01-111-0111'}","(0.9824, 0.841570888710022)"
"('011', '0011111000')","{'S_1': '0-11', 'S_2': '0-01-111-1000'}","(0.9863, 0.04813323094658554)"
"('011', '0011111001')","{'S_1': '0-11', 'S_2': '0-01-111-1001'}","(0.9881, 0.04263958398345858)"
"('011', '0011111010')","{'S_1': '0-11', 'S_2': '0-01-111-1010'}","(0.9862, 0.04868570441827178)"
"('011', '0011111011')","{'S_1': '0-11', 'S_2': '0-01-111-1011'}","(0.9879, 0.042729120890423654)"
"('011', '0011111100')","{'S_1': '0-11', 'S_2': '0-01-111-1100'}","(0.9861, 0.048597740554623306)"
"('011', '0011111101')","{'S_1': '0-11', 'S_2': '0-01-111-1101'}","(0.9877, 0.042686659518815576)"
"('011', '0011111110')","{'S_1': '0-11', 'S_2': '0-01-111-1110'}","(0.9859, 0.049226706271618605)"
"('011', '0011111111')","{'S_1': '0-11', 'S_2': '0-01-111-1111'}","(0.9877, 0.042795707271900026)"
"('011', '0100000000')","{'S_1': '0-11', 'S_2': '0-10-000-0000'}","(0.0911, 2.428542527770996)"
"('011', '0100000001')","{'S_1': '0-11', 'S_2': '0-10-000-0001'}","(0.0912, 2.4259927211761476)"
"('011', '0100000010')","{'S_1': '0-11', 'S_2': '0-10-000-0010'}","(0.9859, 0.6795268198013306)"
"('011', '0100000011')","{'S_1': '0-11', 'S_2': '0-10-000-0011'}","(0.9841, 0.7566714054107666)"
"('011', '0100000100')","{'S_1': '0-11', 'S_2': '0-10-000-0100'}","(0.085, 2.4421424766540527)"
"('011', '0100000101')","{'S_1': '0-11', 'S_2': '0-10-000-0101'}","(0.0861, 2.4377444286346437)"
"('011', '0100000110')","{'S_1': '0-11', 'S_2': '0-10-000-0110'}","(0.9859, 0.7759607789039612)"
"('011', '0100000111')","{'S_1': '0-11', 'S_2': '0-10-000-0111'}","(0.9839, 0.8550052713394165)"
"('011', '0100001000')","{'S_1': '0-11', 'S_2': '0-10-000-1000'}","(0.9856, 0.04819998959451914)"
"('011', '0100001001')","{'S_1': '0-11', 'S_2': '0-10-000-1001'}","(0.9856, 0.04867688492070883)"
"('011', '0100001010')","{'S_1': '0-11', 'S_2': '0-10-000-1010'}","(0.9872, 0.04325634639672935)"
"('011', '0100001011')","{'S_1': '0-11', 'S_2': '0-10-000-1011'}","(0.9871, 0.043282934450916945)"
"('011', '0100001100')","{'S_1': '0-11', 'S_2': '0-10-000-1100'}","(0.9853, 0.048724375731498)"
"('011', '0100001101')","{'S_1': '0-11', 'S_2': '0-10-000-1101'}","(0.9854, 0.04926647765785456)"
"('011', '0100001110')","{'S_1': '0-11', 'S_2': '0-10-000-1110'}","(0.9874, 0.04327106931358576)"
"('011', '0100001111')","{'S_1': '0-11', 'S_2': '0-10-000-1111'}","(0.9873, 0.043321734059567095)"
"('011', '0100010000')","{'S_1': '0-11', 'S_2': '0-10-001-0000'}","(0.1206, 2.32626072807312)"
"('011', '0100010001')","{'S_1': '0-11', 'S_2': '0-10-001-0001'}","(0.7485, 2.097743518447876)"
"('011', '0100010010')","{'S_1': '0-11', 'S_2': '0-10-001-0010'}","(0.9882, 0.7626982180595397)"
"('011', '0100010011')","{'S_1': '0-11', 'S_2': '0-10-001-0011'}","(0.9871, 0.6583379740715027)"
"('011', '0100010100')","{'S_1': '0-11', 'S_2': '0-10-001-0100'}","(0.1331, 2.3294244049072264)"
"('011', '0100010101')","{'S_1': '0-11', 'S_2': '0-10-001-0101'}","(0.6665, 2.1675892612457277)"
"('011', '0100010110')","{'S_1': '0-11', 'S_2': '0-10-001-0110'}","(0.9879, 0.8693653206825256)"
"('011', '0100010111')","{'S_1': '0-11', 'S_2': '0-10-001-0111'}","(0.9866, 0.7477950267791748)"
"('011', '0100011000')","{'S_1': '0-11', 'S_2': '0-10-001-1000'}","(0.9856, 0.04768962127417326)"
"('011', '0100011001')","{'S_1': '0-11', 'S_2': '0-10-001-1001'}","(0.9861, 0.04521645315475762)"
"('011', '0100011010')","{'S_1': '0-11', 'S_2': '0-10-001-1010'}","(0.9874, 0.042735906621720644)"
"('011', '0100011011')","{'S_1': '0-11', 'S_2': '0-10-001-1011'}","(0.9878, 0.04144329624762759)"
"('011', '0100011100')","{'S_1': '0-11', 'S_2': '0-10-001-1100'}","(0.9857, 0.04799990133196116)"
"('011', '0100011101')","{'S_1': '0-11', 'S_2': '0-10-001-1101'}","(0.9862, 0.04553086326867342)"
"('011', '0100011110')","{'S_1': '0-11', 'S_2': '0-10-001-1110'}","(0.9873, 0.042728820776939395)"
"('011', '0100011111')","{'S_1': '0-11', 'S_2': '0-10-001-1111'}","(0.9876, 0.041443084728065877)"
"('011', '0100100000')","{'S_1': '0-11', 'S_2': '0-10-010-0000'}","(0.0872, 2.424729104232788)"
"('011', '0100100001')","{'S_1': '0-11', 'S_2': '0-10-010-0001'}","(0.0911, 2.428338720703125)"
"('011', '0100100010')","{'S_1': '0-11', 'S_2': '0-10-010-0010'}","(0.9857, 0.6994419537544251)"
"('011', '0100100011')","{'S_1': '0-11', 'S_2': '0-10-010-0011'}","(0.985, 0.7534250260353088)"
"('011', '0100100100')","{'S_1': '0-11', 'S_2': '0-10-010-0100'}","(0.0818, 2.438271454620361)"
"('011', '0100100101')","{'S_1': '0-11', 'S_2': '0-10-010-0101'}","(0.0859, 2.4367956565856934)"
"('011', '0100100110')","{'S_1': '0-11', 'S_2': '0-10-010-0110'}","(0.9857, 0.7980952118873597)"
"('011', '0100100111')","{'S_1': '0-11', 'S_2': '0-10-010-0111'}","(0.9843, 0.8532690703392029)"
"('011', '0100101000')","{'S_1': '0-11', 'S_2': '0-10-010-1000'}","(0.9855, 0.048363509906083346)"
"('011', '0100101001')","{'S_1': '0-11', 'S_2': '0-10-010-1001'}","(0.9855, 0.048651342444866894)"
"('011', '0100101010')","{'S_1': '0-11', 'S_2': '0-10-010-1010'}","(0.9872, 0.043253018227498975)"
"('011', '0100101011')","{'S_1': '0-11', 'S_2': '0-10-010-1011'}","(0.9872, 0.043308944936469196)"
"('011', '0100101100')","{'S_1': '0-11', 'S_2': '0-10-010-1100'}","(0.9854, 0.0489104187220335)"
"('011', '0100101101')","{'S_1': '0-11', 'S_2': '0-10-010-1101'}","(0.9852, 0.049253135927021505)"
"('011', '0100101110')","{'S_1': '0-11', 'S_2': '0-10-010-1110'}","(0.9874, 0.04326990076191723)"
"('011', '0100101111')","{'S_1': '0-11', 'S_2': '0-10-010-1111'}","(0.9874, 0.04334848443400115)"
"('011', '0100110000')","{'S_1': '0-11', 'S_2': '0-10-011-0000'}","(0.1179, 2.3288237602233886)"
"('011', '0100110001')","{'S_1': '0-11', 'S_2': '0-10-011-0001'}","(0.7671, 2.104561499404907)"
"('011', '0100110010')","{'S_1': '0-11', 'S_2': '0-10-011-0010'}","(0.9878, 0.757022146987915)"
"('011', '0100110011')","{'S_1': '0-11', 'S_2': '0-10-011-0011'}","(0.9872, 0.6543639362335205)"
"('011', '0100110100')","{'S_1': '0-11', 'S_2': '0-10-011-0100'}","(0.1288, 2.3313928657531737)"
"('011', '0100110101')","{'S_1': '0-11', 'S_2': '0-10-011-0101'}","(0.6372, 2.173987200546265)"
"('011', '0100110110')","{'S_1': '0-11', 'S_2': '0-10-011-0110'}","(0.9877, 0.8632212203979492)"
"('011', '0100110111')","{'S_1': '0-11', 'S_2': '0-10-011-0111'}","(0.9863, 0.7438911052703857)"
"('011', '0100111000')","{'S_1': '0-11', 'S_2': '0-10-011-1000'}","(0.9856, 0.04767687100209296)"
"('011', '0100111001')","{'S_1': '0-11', 'S_2': '0-10-011-1001'}","(0.9861, 0.0454109596312046)"
"('011', '0100111010')","{'S_1': '0-11', 'S_2': '0-10-011-1010'}","(0.9874, 0.04275286820922047)"
"('011', '0100111011')","{'S_1': '0-11', 'S_2': '0-10-011-1011'}","(0.9875, 0.041597081013210115)"
"('011', '0100111100')","{'S_1': '0-11', 'S_2': '0-10-011-1100'}","(0.9857, 0.04798485272452235)"
"('011', '0100111101')","{'S_1': '0-11', 'S_2': '0-10-011-1101'}","(0.9861, 0.04572783289691433)"
"('011', '0100111110')","{'S_1': '0-11', 'S_2': '0-10-011-1110'}","(0.9873, 0.042753394780680534)"
"('011', '0100111111')","{'S_1': '0-11', 'S_2': '0-10-011-1111'}","(0.9875, 0.04160243129655719)"
"('011', '0101000000')","{'S_1': '0-11', 'S_2': '0-10-100-0000'}","(0.0918, 2.6958367923736573)"
"('011', '0101000001')","{'S_1': '0-11', 'S_2': '0-10-100-0001'}","(0.9563, 0.9425773376464843)"
"('011', '0101000010')","{'S_1': '0-11', 'S_2': '0-10-100-0010'}","(0.9601, 0.9505144730567933)"
"('011', '0101000011')","{'S_1': '0-11', 'S_2': '0-10-100-0011'}","(0.9877, 0.18661255358457565)"
"('011', '0101000100')","{'S_1': '0-11', 'S_2': '0-10-100-0100'}","(0.0931, 2.71163916015625)"
"('011', '0101000101')","{'S_1': '0-11', 'S_2': '0-10-100-0101'}","(0.9397, 1.055036376953125)"
"('011', '0101000110')","{'S_1': '0-11', 'S_2': '0-10-100-0110'}","(0.9419, 1.0781115556716918)"
"('011', '0101000111')","{'S_1': '0-11', 'S_2': '0-10-100-0111'}","(0.9876, 0.2120562314748764)"
"('011', '0101001000')","{'S_1': '0-11', 'S_2': '0-10-100-1000'}","(0.9854, 0.050324281789548696)"
"('011', '0101001001')","{'S_1': '0-11', 'S_2': '0-10-100-1001'}","(0.9877, 0.041560600836575035)"
"('011', '0101001010')","{'S_1': '0-11', 'S_2': '0-10-100-1010'}","(0.9872, 0.0423524437523447)"
"('011', '0101001011')","{'S_1': '0-11', 'S_2': '0-10-100-1011'}","(0.9884, 0.04127976196566597)"
"('011', '0101001100')","{'S_1': '0-11', 'S_2': '0-10-100-1100'}","(0.9848, 0.05116855888701975)"
"('011', '0101001101')","{'S_1': '0-11', 'S_2': '0-10-100-1101'}","(0.9875, 0.0416688272846397)"
"('011', '0101001110')","{'S_1': '0-11', 'S_2': '0-10-100-1110'}","(0.9871, 0.04242284210808575)"
"('011', '0101001111')","{'S_1': '0-11', 'S_2': '0-10-100-1111'}","(0.9883, 0.041148681079992096)"
"('011', '0101010000')","{'S_1': '0-11', 'S_2': '0-10-101-0000'}","(0.1115, 2.5739661975860595)"
"('011', '0101010001')","{'S_1': '0-11', 'S_2': '0-10-101-0001'}","(0.987, 0.5560215608596801)"
"('011', '0101010010')","{'S_1': '0-11', 'S_2': '0-10-101-0010'}","(0.9455, 0.9962984435081482)"
"('011', '0101010011')","{'S_1': '0-11', 'S_2': '0-10-101-0011'}","(0.9884, 0.16706699529886246)"
"('011', '0101010100')","{'S_1': '0-11', 'S_2': '0-10-101-0100'}","(0.1132, 2.582663938140869)"
"('011', '0101010101')","{'S_1': '0-11', 'S_2': '0-10-101-0101'}","(0.9863, 0.6361009273529052)"
"('011', '0101010110')","{'S_1': '0-11', 'S_2': '0-10-101-0110'}","(0.9189, 1.1284035642623902)"
"('011', '0101010111')","{'S_1': '0-11', 'S_2': '0-10-101-0111'}","(0.9883, 0.18950116114616394)"
"('011', '0101011000')","{'S_1': '0-11', 'S_2': '0-10-101-1000'}","(0.9864, 0.04825534203797579)"
"('011', '0101011001')","{'S_1': '0-11', 'S_2': '0-10-101-1001'}","(0.9882, 0.04067956330948509)"
"('011', '0101011010')","{'S_1': '0-11', 'S_2': '0-10-101-1010'}","(0.9875, 0.04222824093811214)"
"('011', '0101011011')","{'S_1': '0-11', 'S_2': '0-10-101-1011'}","(0.9885, 0.03994265374080278)"
"('011', '0101011100')","{'S_1': '0-11', 'S_2': '0-10-101-1100'}","(0.9862, 0.04873972081542015)"
"('011', '0101011101')","{'S_1': '0-11', 'S_2': '0-10-101-1101'}","(0.9881, 0.040701288374420254)"
"('011', '0101011110')","{'S_1': '0-11', 'S_2': '0-10-101-1110'}","(0.9875, 0.0422760767493397)"
"('011', '0101011111')","{'S_1': '0-11', 'S_2': '0-10-101-1111'}","(0.9885, 0.039789737609308214)"
"('011', '0101100000')","{'S_1': '0-11', 'S_2': '0-10-110-0000'}","(0.0913, 2.690006137084961)"
